Filename,Start,End,Type,Surface
train.txt,18394,18401,PER,"محمد بن عبد الله بن عبد الحكم الفقيه‏"
train.txt,18413,18415,PER,"أحمد بن طولون"
train.txt,18474,18474,MIS,"إكس"
train.txt,18481,18486,MIS,"DEC VAXstation - II / GPX"
train.txt,18499,18500,LOC,"للإمبراطوريه البيزنطيه"
train.txt,18503,18504,LOC,"كنيسة القيامة"
train.txt,18517,18517,MIS,"MIT"
train.txt,18582,18582,MIS,"alkali"
train.txt,18583,18583,MIS,"والهالوجينات"
train.txt,18584,18584,MIS,"halogensنجد"
train.txt,18587,18587,MIS,"الإلكترونات"
train.txt,18628,18630,LOC,"ملعب سانتياغو بيرنابيو"
train.txt,18636,18638,MIS,"نهائي كأس العالم"
train.txt,18643,18645,MIS,"بطولة أمم أوروبا"
train.txt,18655,18655,MIS,"لس"
train.txt,18672,18672,MIS,"VNC"
train.txt,18677,18677,PER,"الصليبيين"
train.txt,18684,18684,LOC,"مصر"
train.txt,18698,18699,LOC,"العالم الإسلامي"
train.txt,18716,18716,PER,"الأمويون"
train.txt,18739,18739,PER,"الامويون"
train.txt,18757,18757,LOC,"دمشق"
train.txt,18758,18758,LOC,"وقرطبة"
train.txt,18759,18759,LOC,"والقدس"
train.txt,18760,18760,LOC,"والمدينة"
train.txt,18761,18761,LOC,"وحلب"
train.txt,18764,18765,LOC,"المدن الأسلامية"
train.txt,18769,18769,PER,"الامويون"
train.txt,18778,18779,MIS,"العصر العباسي"
train.txt,18781,18782,LOC,"بيت الحكمة"
train.txt,18784,18784,LOC,"بغداد؛"
train.txt,18793,18793,PER,"المسلمين"
train.txt,18795,18796,PER,"غير المسلمين"
train.txt,18818,18818,PER,"مندليف"
train.txt,18828,18828,MIS,"اسكانيديوم"
train.txt,18829,18829,MIS,"scandium"
train.txt,18830,18830,MIS,"وجاليوم"
train.txt,18831,18831,MIS,"gallium"
train.txt,18832,18832,MIS,"وجرمانيوم"
train.txt,18833,18833,MIS,"germanium"
train.txt,18843,18845,LOC,"الولايات المتحدة الأمريكية"
train.txt,18856,18856,MIS,"اليورانيوم"
train.txt,18864,18864,LOC,"القدس"
train.txt,18869,18870,LOC,"القدس اللاتينية"
train.txt,18874,18876,LOC,"مناطق حكم صليبية"
train.txt,18879,18879,LOC,"كالرها"
train.txt,18881,18881,LOC,"اديسا"
train.txt,18884,18884,LOC,"انطاكية"
train.txt,18885,18885,LOC,"وطرابلس"
train.txt,18886,18886,LOC,"بالشام"
train.txt,18922,18925,LOC,"حمام نور الدين الشهيد"
train.txt,18927,18927,LOC,"البزورية"
train.txt,18931,18932,LOC,"حمامات دمشق"
train.txt,18943,18943,PER,"شيفلر"
train.txt,18945,18945,PER,"غيتيس"
train.txt,18947,18948,PER,"رون نيومان"
train.txt,18950,18950,MIS,"إكس"
train.txt,18962,18964,PER,"صلاح الدين الأيوبي"
train.txt,18966,18966,LOC,"مصر"
train.txt,18967,18967,LOC,"والشام"
train.txt,18977,18978,ORG,"المنتخب البرتغالي"
train.txt,18993,18993,LOC,"ليشتنشتاين"
train.txt,19001,19001,PER,"لرزرفورد"
train.txt,19015,19015,MIS,"البروتونات"
train.txt,19016,19016,MIS,"protons"
train.txt,19020,19020,MIS,"الإلكترونات"
train.txt,19027,19027,LOC,"المكسيك"
train.txt,19032,19033,PER,"مانيش وسيماو"
train.txt,19037,19037,LOC,"البرتغال"
train.txt,19050,19050,LOC,"هولندا"
train.txt,19052,19052,PER,"مانيش"
train.txt,19083,19084,PER,"سيرجيو راموس"
train.txt,19086,19087,PER,"أنتونيو كاسانو"
train.txt,19092,19093,PER,"روبيرتو سولدادو"
train.txt,19098,19098,PER,"لخورادو"
train.txt,19110,19110,MIS,"الإلكترونات"
train.txt,19161,19161,MIS,"الإلكترونات"
train.txt,19192,19192,MIS,"الطيف"
train.txt,19200,19200,LOC,"دمشق"
train.txt,19213,19216,PER,"تحوتمس الثالث فرعون مصر"
train.txt,19219,19219,LOC,"تيماسك"
train.txt,19264,19264,PER,"المعتضد"
train.txt,19284,19284,LOC,"كربلاء"
train.txt,19304,19304,LOC,"كربلاء"
train.txt,19317,19317,LOC,"بمصر"
train.txt,19335,19336,LOC,"جامع عمرو"
train.txt,19356,19357,LOC,"جامع العسكر"
train.txt,19372,19372,LOC,"العسكر"
train.txt,19385,19386,LOC,"العالم الإسلامي"
train.txt,19431,19431,MIS,"الفلزات"
train.txt,19435,19435,MIS,"واللافلزات"
train.txt,19440,19442,PER,"فريدريك الثاني هوهنشتاوفن"
train.txt,19488,19488,MIS,"إكس6"
train.txt,19492,19493,LOC,"الولايات المتحدة"
train.txt,19505,19505,MIS,"إكس9"
train.txt,19518,19518,LOC,"البرازيل"
train.txt,19523,19523,LOC,"إنجلترا"
train.txt,19539,19539,LOC,"المكسيك"
train.txt,19547,19547,LOC,"بيرو"
train.txt,19562,19563,LOC,"غرب أوكلاند"
train.txt,19585,19585,LOC,"البرتغال"
train.txt,19590,19590,LOC,"البرازيل"
train.txt,19596,19596,PER,"لإيزوبيو"
train.txt,19598,19599,PER,"لأنتونيو سيموايس"
train.txt,19630,19630,MIS,"الماء"
train.txt,19655,19655,PER,"الحسين"
train.txt,19682,19682,PER,"الحسين"
train.txt,19689,19693,PER,"الحسن بن المفضل بن سهلان"
train.txt,19696,19697,LOC,"الحائر الحسيني"
train.txt,19734,19735,ORG,"منتخب مصر"
train.txt,19748,19749,ORG,"منتخب أوروبي"
train.txt,19773,19774,ORG,"ريال مدريد"
train.txt,19793,19794,PER,"رامون كالديرون"
train.txt,19812,19813,PER,"فابيو كابيلو"
train.txt,19821,19822,PER,"فابيو كانافارو"
train.txt,19824,19824,PER,"إيمرسون"
train.txt,19828,19828,ORG,"يوفينتوس"
train.txt,19831,19832,PER,"فان نيستيلروي"
train.txt,19834,19835,ORG,"المان يونايتد"
train.txt,19838,19839,PER,"ومامادو ديارا"
train.txt,19841,19841,LOC,"ليون"
train.txt,19849,19849,PER,"رييس"
train.txt,19860,19860,LOC,"للبرتغال"
train.txt,19865,19865,LOC,"إسبانيا"
train.txt,19867,19868,PER,"نونو غوميش"
train.txt,19888,19889,MIS,"atomic mass"
train.txt,19900,19900,MIS,"X"
train.txt,19937,19937,LOC,"البرتغال"
train.txt,19941,19941,LOC,"البرازيل"
train.txt,19943,19944,LOC,"هنغاريا وبلغاريا"
train.txt,19951,19951,LOC,"الألمان"
train.txt,20018,20019,PER,"ليونيل ميسي"
train.txt,20023,20023,LOC,"كاتلونيا"
train.txt,20045,20045,PER,"المسلمين"
train.txt,20073,20075,MIS,"الأشعة فوق البنفسجية"
train.txt,20076,20078,MIS,"والأشعة تحت الحمراء"
train.txt,20090,20091,PER,"الأنجلو نورمان"
train.txt,20092,20092,LOC,"لأيرلندا"
train.txt,20098,20099,MIS,"الحروب الصليبية"
train.txt,20105,20105,PER,"الكاثوليك"
train.txt,20115,20116,PER,"بيل جيتس"
train.txt,20121,20121,ORG,"مايكروسوفت"
train.txt,20145,20145,MIS,"ويندوز"
train.txt,20149,20149,MIS,"أوفيس"
train.txt,20157,20157,MIS,"الفوتونات"
train.txt,20185,20185,MIS,"X11"
train.txt,20233,20233,LOC,"البرتغال"
train.txt,20250,20250,LOC,"اليونان"
train.txt,20260,20260,LOC,"لاوروبا"
train.txt,20278,20279,MIS,"كأس البرازيل"
train.txt,20281,20282,ORG,"فريق كريشيوما"
train.txt,20291,20291,MIS,"س"
train.txt,20299,20299,MIS,"س"
train.txt,20342,20343,ORG,"المنتخب البرتغالي"
train.txt,20406,20406,MIS,"جنو"
train.txt,20408,20408,MIS,"لينكس"
train.txt,20446,20446,MIS,"ليلو"
train.txt,20463,20463,PER,"نيوتن"
train.txt,20538,20538,MIS,"جنو"
train.txt,20540,20540,MIS,"لينكس"
train.txt,20567,20567,MIS,"جنو"
train.txt,20569,20569,MIS,"لينكس"
train.txt,20573,20574,MIS,"مايكروسوفت ويندوز"
train.txt,20589,20589,MIS,"لويندوز"
train.txt,20592,20592,MIS,"جنو"
train.txt,20594,20594,MIS,"لينكس"
train.txt,20650,20650,PER,"للاوربيين"
train.txt,20653,20654,LOC,"الأرض المقدسة"
train.txt,20657,20657,PER,"المسلمون"
train.txt,20663,20663,PER,"للاوربيين"
train.txt,20669,20670,PER,"غير المسيحيين"
train.txt,20672,20672,PER,"الفايكنج"
train.txt,20673,20673,PER,"والمجريين"
train.txt,20689,20689,MIS,"الاستردادية"
train.txt,20691,20691,LOC,"اسبانيا"
train.txt,20696,20697,PER,"إسكندر الثاني"
train.txt,20704,20704,LOC,"الاندلس"
train.txt,20715,20715,MIS,"المقدسة"
train.txt,20781,20782,MIS,"وريال مدريد"
train.txt,20844,20844,LOC,"بولونيا"
train.txt,20851,20853,ORG,"المنتخب العربي المغربي"
train.txt,20868,20868,LOC,"البرتغال"
train.txt,20880,20880,PER,"الأوروبيين"
train.txt,20887,20888,MIS,"الحروب الصليبية"
train.txt,20918,20919,LOC,"الولايات الإسلامية"
train.txt,20922,20923,LOC,"الدولة النورمانية"
train.txt,20925,20926,LOC,"جنوب إيطاليا"
train.txt,20933,20933,LOC,"أوروبا"
train.txt,20935,20935,LOC,"الاندلس"
train.txt,20941,20941,LOC,"المتوسط"
train.txt,20942,20942,LOC,"كالبندقية"
train.txt,20943,20943,LOC,"وجنوه"
train.txt,20944,20944,LOC,"والإسكندرية"
train.txt,20951,20951,PER,"الاوروبين"
train.txt,20952,20952,PER,"بالعرب"
train.txt,20954,20955,MIS,"الحملات الصليبية"
train.txt,20961,20962,LOC,"القلاع الاوربية"
train.txt,20984,20985,MIS,"الحملات الصليبية"
train.txt,20992,20992,LOC,"إيطاليا"
train.txt,21003,21004,LOC,"الممالك الصليبية"
train.txt,21005,21006,LOC,"والمدن الإسلامية"
train.txt,21012,21012,MIS,"كالكلورين"
train.txt,21013,21013,MIS,"والحديد"
train.txt,21014,21014,MIS,"والنحاس"
train.txt,21025,21025,PER,"يواقيم"
train.txt,21028,21029,PER,"سان برنار"
train.txt,21037,21038,PER,"المسيح الدجال"
train.txt,21053,21056,PER,"جوهان فولف جانج دوبرينير"
train.txt,21105,21106,PER,"ماري كوري"
train.txt,21112,21112,MIS,"الراديوم"
train.txt,21138,21139,MIS,"مديرو النوافذ"
train.txt,21143,21144,MIS,"الواجهة الرسومية"
train.txt,21150,21151,MIS,"واجهات المستخدم"
train.txt,21171,21172,ORG,"صن مايكروسيستمز"
train.txt,21176,21176,ORG,"نوفيل"
train.txt,21180,21180,ORG,"مايكروسوفت"
train.txt,21182,21184,MIS,"واجهات برمجة التطبيقات"
train.txt,21195,21196,MIS,"Software Libraries"
train.txt,21207,21209,MIS,"واجهات برمجة التطبيقات"
train.txt,21223,21224,LOC,"أمركيا الجنوبية"
train.txt,21228,21229,PER,"غونزالو هيغوين"
train.txt,21230,21231,PER,"وفرناندو غاغو"
train.txt,21233,21233,PER,"ومارسيلو"
train.txt,21249,21249,MIS,"الهيدروجين"
train.txt,21282,21282,LOC,"الأورغواي"
train.txt,21291,21292,LOC,"المحيط الأطلسي"
train.txt,21294,21294,LOC,"لأوروبا"
train.txt,21302,21305,ORG,"للإتحاد الإسباني لكرة القدم"
train.txt,21315,21316,PER,"أدولفو ملينديز"
train.txt,21321,21322,ORG,"الاتحاد الإسباني"
train.txt,21338,21338,PER,"باديا"
train.txt,21342,21342,LOC,"دمشق"
train.txt,21358,21359,ORG,"للحكومة العربية"
train.txt,21363,21364,PER,"فيصل الأول"
train.txt,21369,21370,PER,"روي خورداو"
train.txt,21374,21374,LOC,"البرتغال"
train.txt,21382,21383,LOC,"بملعب فيلوردوم"
train.txt,21390,21392,LOC,"المدن الساحلية الأوروبية"
train.txt,21404,21404,LOC,"أوروبا"
train.txt,21428,21430,MIS,"Mac OS X"
train.txt,21438,21438,MIS,"جنو"
train.txt,21441,21441,MIS,"جنو"
train.txt,21443,21443,MIS,"لينكس"
train.txt,21458,21458,MIS,"جنو"
train.txt,21460,21460,MIS,"لينكس"
train.txt,21464,21464,MIS,"بيونكس"
train.txt,21468,21468,MIS,"يونكس"
train.txt,21477,21477,MIS,"كسولاريس"
train.txt,21493,21494,MIS,"سوفت وير"
train.txt,21501,21503,PER,"جون وايلدر توكي"
train.txt,21553,21554,MIS,"إشعاع شيرنكوف"
train.txt,21559,21563,PER,"علي بن الحسين زين العابدين"
train.txt,21622,21622,PER,"فاراداي"
train.txt,21637,21637,MIS,"DRI"
train.txt,21667,21668,ORG,"الفريق البافاري"
train.txt,21686,21686,PER,"المدريديون"
train.txt,21699,21699,ORG,"إسبانيول"
train.txt,21703,21703,PER,"باندياني"
train.txt,21705,21705,ORG,"إسبانيول"
train.txt,21713,21713,LOC,"مدريد"
train.txt,21717,21717,LOC,"مدريد"
train.txt,21741,21743,LOC,"جامع أبن طولون"
train.txt,21756,21757,LOC,"مآذن القاهرة"
train.txt,21771,21772,LOC,"مئذنة سامرا"
train.txt,21792,21792,MIS,"النيون"
train.txt,21793,21793,MIS,"neon"
train.txt,21794,21794,MIS,"والآرجون"
train.txt,21795,21795,MIS,"argon"
train.txt,21796,21796,MIS,"والكريبتون"
train.txt,21797,21797,MIS,"krypton"
train.txt,21819,21819,PER,"المسلمين"
train.txt,21821,21821,PER,"المسيحيين"
train.txt,21823,21823,PER,"اليهود"
train.txt,21833,21834,MIS,"العصور الوسطى"
train.txt,21882,21882,MIS,"النيتروجين"
train.txt,21884,21884,MIS,"N"
train.txt,21887,21887,MIS,"الكربون"
train.txt,21889,21889,MIS,"C"
train.txt,21891,21891,MIS,"والأكسجين"
train.txt,21893,21893,MIS,"O"
train.txt,22024,22024,MIS,"س"
train.txt,22025,22026,MIS,"واجهة المستخدم"
train.txt,22030,22031,MIS,"الواجهات الرسومية"
train.txt,22042,22043,MIS,"الواجهات الرسومية"
train.txt,22063,22063,LOC,"دمشق"
train.txt,22066,22068,LOC,"المسجد الأموي الكبير"
train.txt,22082,22082,MIS,"لX"
train.txt,22085,22085,MIS,"Fresco"
train.txt,22086,22087,MIS,"ونظام النوفذة"
train.txt,22088,22088,MIS,"Y"
train.txt,22102,22102,LOC,"للبرتغال"
train.txt,22109,22109,PER,"ريكاردو"
train.txt,22115,22116,ORG,"ريال مدريد"
train.txt,22119,22120,PER,"راؤول غونزاليس"
train.txt,22180,22182,PER,"ميكلسون - مورلي"
train.txt,22244,22244,MIS,"IUPAC"
train.txt,22247,22247,MIS,"الأرقام"
train.txt,22248,22248,MIS,"الرومانية"
train.txt,22319,22320,LOC,"جامعة شيكاغو"
train.txt,22326,22326,PER,"الأوربيين"
train.txt,22327,22327,PER,"والأمريكيين"
train.txt,22336,22336,MIS,"اليورانيوم"
train.txt,22340,22342,LOC,"مسجد ابن طولون"
train.txt,22345,22345,LOC,"بمصر"
train.txt,22350,22350,LOC,"سامراء"
train.txt,22364,22365,PER,"لويس فيغو"
train.txt,22373,22374,ORG,"بريال مدريد"
train.txt,22387,22388,PER,"البروسيين الهادينيشيين"
train.txt,22390,22390,LOC,"ليتاور"
train.txt,22395,22395,LOC,"ألمانيا"
train.txt,22403,22404,MIS,"حملات صليبية"
train.txt,22406,22407,PER,"الهوسيين التشيكيين"
train.txt,22415,22416,MIS,"حملة صليبية"
train.txt,22418,22419,LOC,"الامبراطورية العثمانية"
train.txt,22427,22427,PER,"لورانس"
train.txt,22438,22438,MIS,"اليورانيوم"
train.txt,22443,22443,MIS,"اليورانيوم"
train.txt,22449,22450,MIS,"القنبلة الذرية"
train.txt,22459,22459,MIS,"اليورانيوم"
train.txt,22465,22465,MIS,"اليورانيوم"
train.txt,22477,22478,PER,"إدوين ماكميلان"
train.txt,22482,22482,MIS,"اليورانيوم"
train.txt,22484,22484,MIS,"يو"
train.txt,22494,22494,MIS,"البلوتونيوم"
train.txt,22503,22503,MIS,"بالنيوترنات"
train.txt,22523,22523,PER,"جاليلو"
train.txt,22565,22566,LOC,"لوس الاموس"
train.txt,22577,22578,MIS,"قنبلة ذرية"
train.txt,22600,22600,PER,"الصليبيين"
train.txt,22605,22605,LOC,"للقدس"
train.txt,22609,22611,MIS,"الحملة الصليبية السابعة"
train.txt,22616,22617,PER,"لويس التاسع"
train.txt,22621,22621,LOC,"مصر"
train.txt,22633,22633,LOC,"دمياط"
train.txt,22635,22635,LOC,"المنصورة"
train.txt,22638,22638,PER,"المسلمين"
train.txt,22642,22643,PER,"توران شاه"
train.txt,22652,22652,LOC,"المنصورة"
train.txt,22657,22657,PER,"لويس"
train.txt,22667,22667,LOC,"عكا"
train.txt,22675,22675,LOC,"فرنسا"
train.txt,22685,22685,LOC,"القسطنطينية"
train.txt,22687,22688,LOC,"الدولة البيزنطية"
train.txt,22707,22708,MIS,"السوفت وير"
train.txt,22726,22727,MIS,"نظام تشغيل"
train.txt,22759,22760,PER,"العرب المسلمين"
train.txt,22783,22785,ORG,"قوات المسلمين الصليبيين"
train.txt,22815,22815,PER,"الكندي"
train.txt,22817,22817,PER,"الرازي"
train.txt,22819,22820,PER,"ابن الجزار"
train.txt,22822,22822,PER,"التميمي"
train.txt,22824,22825,PER,"ابن النفيس"
train.txt,22828,22828,MIS,"والنترونات"
train.txt,22832,22832,MIS,"البروتونات"
train.txt,22845,22845,MIS,"س"
train.txt,22847,22847,MIS,"س"
train.txt,22866,22867,MIS,"مدير النوافذ"
train.txt,22902,22902,PER,"بلانك"
train.txt,22911,22911,LOC,"القدس"
train.txt,22914,22914,PER,"الصليبيون"
train.txt,22920,22921,LOC,"المدينة المقدسة"
train.txt,22965,22966,PER,"إسكندر الثاني"
train.txt,22968,22969,PER,"لمسيحيين ايبيريا"
train.txt,22973,22973,PER,"المسلمين"
train.txt,22987,22987,LOC,"نجاساكي"
train.txt,22999,22999,LOC,"اليابان"
train.txt,23009,23009,MIS,"جنو"
train.txt,23011,23011,MIS,"لينكس"
train.txt,23018,23018,MIS,"جنو"
train.txt,23020,23020,MIS,"لينكس"
train.txt,23029,23029,MIS,"ويندوز"
train.txt,23031,23031,MIS,"ماك"
train.txt,23035,23037,PER,"ألفريدو دي ستيفانو"
train.txt,23067,23068,ORG,"المنتخب الإنجليزي"
train.txt,23071,23071,LOC,"البرتغال"
train.txt,23080,23080,PER,"أوزيبيو"
train.txt,23109,23109,PER,"ريزون"
train.txt,23112,23112,LOC,"دمشق"
train.txt,23127,23127,ORG,"مايكروسوفت"
train.txt,23131,23131,ORG,"نوفيل"
train.txt,23135,23136,ORG,"صن مايكروسيستمز"
train.txt,23155,23156,ORG,"قوات مجرية"
train.txt,23157,23158,ORG,"وجنوب ألمانية"
train.txt,23160,23161,PER,"اندارش الثاني"
train.txt,23162,23163,ORG,"وقوات نمساوية"
train.txt,23169,23169,MIS,"جنو"
train.txt,23171,23171,MIS,"لينكس"
train.txt,23189,23189,MIS,"جنو"
train.txt,23191,23191,MIS,"لينكس"
train.txt,23201,23201,PER,"الوثنيون"
train.txt,23203,23203,PER,"والزنادقة"
train.txt,23222,23222,LOC,"البرتغال"
train.txt,23227,23227,LOC,"هولندا"
train.txt,23229,23229,PER,"لرونالدو"
train.txt,23231,23231,PER,"لمانيش"
train.txt,23240,23240,MIS,"كالفرانشيوم"
train.txt,23241,23241,MIS,"francium"
train.txt,23257,23258,ORG,"المنتخب البرتغالي"
train.txt,23260,23262,MIS,"NET Windows Forms"
train.txt,23269,23271,MIS,"واجهة برمجة التطبيقات"
train.txt,23272,23274,MIS,"Application Programming Interface"
train.txt,23276,23276,MIS,"API"
train.txt,23293,23293,MIS,"جنوم"
train.txt,23305,23305,LOC,"طرابلس"
train.txt,23338,23338,PER,"الصليبيين"
train.txt,23340,23340,LOC,"دمياط"
train.txt,23351,23353,MIS,"الحملة الصليبية الخامسة"
train.txt,23359,23359,LOC,"رومانيا"
train.txt,23364,23365,PER,"تاماغنيني نيني"
train.txt,23372,23372,LOC,"البرتغال"
train.txt,23377,23377,LOC,"فرنسا"
train.txt,23382,23382,LOC,"للبرتغال"
train.txt,23403,23404,MIS,"الإشعاع الكهرومغناطيسي"
train.txt,23433,23435,MIS,"الأشعة الفوق بنفسجية"
train.txt,23438,23439,MIS,"الأشعة السينية"
train.txt,23443,23444,MIS,"أشعة جاما"
train.txt,23462,23463,ORG,"منتخب بلجيكا"
train.txt,23493,23493,MIS,"الفلزات"
train.txt,23495,23497,MIS,"أملاح هاليدات الفلز"
train.txt,23500,23500,MIS,"الكلور"
train.txt,23501,23501,MIS,"والفلور"
train.txt,23505,23505,MIS,"البروم"
train.txt,23515,23516,MIS,"الكلور والبروم"
train.txt,23528,23528,MIS,"Lanthanide"
train.txt,23530,23530,MIS,"lanthanons"
train.txt,23532,23532,MIS,"lanthanoids"
train.txt,23534,23536,MIS,"rare earth elements"
train.txt,23554,23554,MIS,"بالإلكترونات"
train.txt,23585,23585,MIS,"الهاردوير"
train.txt,23587,23777,MIS,"ونظام التشغيل . تشمل برامج النظم : ( ليس من الضروري التعرف على هذه البرامج بالتفصيل ) إن الهدف من برامج النظم عدم إثقال مبرمج التطبيقات بالتفاصيل الخاصة بجهاز الكمبيوتر بما في ذلك الأجهزة الملحقة ، مثل وسائل الاتصال والطابعات وأجهزة العرض والقراءة ولوحات المفاتيح ... إلخ . هذا بالإضافة إلى التفاصيل الخاصة بتقسيم مصادر الكمبيوتر ، مثل الذاكرة وزمن المعالجة بطريقة آمنة وثابتة . توفر برامج البرمجة في الغالب أدوات لمساعدة المبرمج في كتابة برامج الكمبيوتر باستخدام لغات برمجة مختلفة ، ولكن بطريقة سهلة . تشتمل الأدوات على : إن بيئة التطوير المتكاملة عبارة عن تطبيق واحد يهدف إلى المساعدة في إدارة جميع هذه الوظائف . تسمح برامج التطبيقات للمستخدمين النهائيين بالقيام بمهمة واحدة أو أكثر ( لا ترتبط بشكل مباشر بتطوير الكمبيوتر ). وتتضمن التطبيقات النموذجية : وهناك العديد من الموضوعات المتعلقة ببرامج التطبيقات . غالبا ما يرى مستخدمو الكمبيوتر الأمور بصورة مختلفة عن المبرمجين . فالأشخاص الذين يستخدمون أجهزة الكمبيوتر الحديثة الخاصة بالأغراض العامة ( في مقابل النظم المضمنة وأجهزة الكمبيوتر التناظرية وأجهزة الكمبيوتر كبيرة الحجم وفائقة السرعة ... إلخ ) عادة ما يصنفون برامج الكمبيوتر التي تؤدي مهام متنوعة في ثلاث طبقات وهي : برامج نظم التشغيل"
train.txt,23792,23793,LOC,"جامعة شيكاغو"
train.txt,23798,23798,PER,"جروفز"
train.txt,23831,23831,LOC,"دمشق"
train.txt,23855,23855,LOC,"المزة"
train.txt,23858,23858,LOC,"دمر"
train.txt,23860,23860,LOC,"والصالحية"
train.txt,23863,23863,LOC,"العدوي"
train.txt,23864,23864,LOC,"والعباسين"
train.txt,23875,23875,LOC,"دمشق"
train.txt,23881,23881,LOC,"بردى"
train.txt,23888,23888,LOC,"قاسيون"
train.txt,23897,23898,LOC,"غوطة دمشق"
train.txt,23905,23905,LOC,"دمشق"
train.txt,23941,23942,PER,"لويس التاسع"
train.txt,23944,23944,LOC,"فرنسا"
train.txt,23963,23963,PER,"الفرنسيون"
train.txt,23980,23981,PER,"لويس التاسع"
train.txt,24048,24048,LOC,"تونس"
train.txt,24065,24065,LOC,"القدس"
train.txt,24077,24077,LOC,"أوروبا"
train.txt,24098,24098,MIS,"إكس"
train.txt,24109,24109,MIS,"س"
train.txt,24116,24116,MIS,"س"
train.txt,24118,24118,MIS,"كدي"
train.txt,24120,24120,MIS,"جنوم"
train.txt,24138,24138,MIS,"البلانكتون"
train.txt,24149,24149,LOC,"المكسيك"
train.txt,24155,24155,LOC,"الأرجنتين"
train.txt,24157,24157,PER,"مارادونا"
train.txt,24183,24184,LOC,"جامعة براون"
train.txt,24195,24197,MIS,"RT / PC"
train.txt,24209,24209,MIS,"RT"
train.txt,24213,24213,MIS,"بروتوكول"
train.txt,24278,24278,MIS,"اليورانيوم"
train.txt,24283,24283,LOC,"كندا"
train.txt,24284,24284,LOC,"والكونغو"
train.txt,24296,24297,MIS,"الجرافيت النقي"
train.txt,24298,24298,MIS,"والبورون"
train.txt,24299,24299,MIS,"والكادميوم"
train.txt,24309,24309,MIS,"اليورانيوم"
train.txt,24313,24313,MIS,"البلوتونيوم"
train.txt,24332,24333,MIS,"ل س"
train.txt,24340,24340,MIS,"لينكس"
train.txt,24341,24341,MIS,"وجنو"
train.txt,24361,24362,LOC,"الأراضي المقدسة"
train.txt,24367,24368,LOC,"كنيسة القيامة"
train.txt,24384,24384,PER,"أمبير"
train.txt,24390,24392,PER,"لويز فيليبي سكولاري"
train.txt,24402,24403,ORG,"منتخب البرتغال"
train.txt,24415,24416,PER,"الرئيس روزفلت"
train.txt,24421,24421,MIS,"اليورانيوم"
train.txt,24428,24429,LOC,"الولايات المتحدة"
train.txt,24438,24438,LOC,"أوروبا"
train.txt,24442,24442,PER,"النازي"
train.txt,24462,24462,MIS,"الفوتون"
train.txt,24464,24464,PER,"اينشتاين"
train.txt,24468,24468,PER,"بلانك"
train.txt,24483,24483,MIS,"الفوتونات"
train.txt,24505,24505,MIS,"الفوتون"
train.txt,24508,24508,PER,"اينشتاين"
train.txt,24528,24528,PER,"اينشتاين"
train.txt,24530,24531,MIS,"النظرية الموجية"
train.txt,24543,24543,MIS,"الفلورين"
train.txt,24544,24544,MIS,"fluorine"
train.txt,24548,24548,MIS,"الصوديوم"
train.txt,24562,24562,LOC,"قرطبة"
train.txt,24579,24579,PER,"فالمسلمون"
train.txt,24584,24584,PER,"البيزنطيين"
train.txt,24593,24593,LOC,"البيرينية"
train.txt,24595,24596,LOC,"شمال إسبانيا"
train.txt,24597,24598,LOC,"وجنوب فرنسا"
train.txt,24603,24604,LOC,"شمال أفريقيا"
train.txt,24607,24608,LOC,"المناطق الأوروبية"
train.txt,24612,24612,LOC,"الأندلس"
train.txt,24616,24616,LOC,"إيبيريا"
train.txt,24618,24618,LOC,"صقلية"
train.txt,24628,24628,PER,"الأوروبيين"
train.txt,24641,24641,MIS,"ويندوز"
train.txt,24643,24643,MIS,"كوارتز"
train.txt,24651,24651,MIS,"إس"
train.txt,24655,24655,MIS,"س"
train.txt,24679,24679,MIS,"س"
train.txt,24688,24688,MIS,"Exceed"
train.txt,24710,24711,PER,"صلاح الدين"
train.txt,24714,24714,PER,"الصليبيون"
train.txt,24719,24719,LOC,"صور"
train.txt,24721,24721,LOC,"يافا"
train.txt,24724,24725,PER,"صلاح الدين"
train.txt,24730,24730,LOC,"القدس"
train.txt,24739,24739,LOC,"الأرجنتين"
train.txt,24746,24746,LOC,"اسبانيا"
train.txt,24749,24749,LOC,"إيطاليا"
train.txt,24752,24753,MIS,"مدير النوافذ"
train.txt,24760,24760,MIS,"twm"
train.txt,24762,24763,MIS,"مدير النوافذ"
train.txt,24767,24767,MIS,"س"
train.txt,24811,24811,MIS,"جنو"
train.txt,24813,24813,MIS,"لينكس"
train.txt,24839,24840,ORG,"نادي برشلونة"
train.txt,24844,24844,LOC,"برشلونة"
train.txt,24850,24851,ORG,"وريال مدريد"
train.txt,24860,24862,MIS,"دوري أبطال أوروبا"
train.txt,24924,24927,PER,"بن أبي عبيد الثقفي"
train.txt,24929,24929,LOC,"بالكوفة"
train.txt,24963,24963,PER,"المأمون"
train.txt,24965,24965,PER,"والمنتصر"
train.txt,24972,24973,PER,"والداعي الصغير"
train.txt,24974,24976,PER,"وعضد الدولة البويهي"
train.txt,24998,24999,MIS,"العصر الذهبي"
train.txt,25015,25017,ORG,"حفظ الآثار العربية"
train.txt,25034,25035,PER,"فؤاد الأول"
train.txt,25084,25084,LOC,"القاهرة"
train.txt,25104,25104,MIS,"س"
train.txt,25112,25113,MIS,"واجهة المستخدم"
train.txt,25136,25138,MIS,"واجهات برمجة الصوت"
